,id,client_id,card_brand,card_type,expires,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web,USER__current_age,USER__retirement_age,USER__birth_year,USER__birth_month,USER__gender,USER__latitude,USER__longitude,USER__per_capita_income,USER__yearly_income,USER__total_debt,USER__credit_score,USER__num_credit_cards
24,4761,1075,Mastercard,Credit,2023-07-01,1,2,11200,2010-09-01,2010,0,36,67,1983,12,Female,38.22,-85.74,25258,51500,102286,672,3
25,5286,1075,Mastercard,Debit,2021-12-01,0,2,26753,2014-10-01,2014,0,36,67,1983,12,Female,38.22,-85.74,25258,51500,102286,672,3
26,744,1711,Visa,Debit,2023-05-01,0,2,17480,2020-01-01,2020,0,26,67,1993,12,Male,45.51,-122.64,26790,54623,114711,728,1
27,5559,1116,Mastercard,Debit,2021-09-01,1,2,26546,2009-11-01,2009,0,81,66,1938,7,Female,40.32,-75.32,26273,42509,2895,755,5
28,4905,1116,Mastercard,Debit,2021-01-01,1,1,23253,2017-09-01,2017,0,81,66,1938,7,Female,40.32,-75.32,26273,42509,2895,755,5
29,79,1116,Visa,Credit,2021-02-01,1,1,16100,2005-01-01,2014,0,81,66,1938,7,Female,40.32,-75.32,26273,42509,2895,755,5
30,301,1116,Visa,Credit,2021-02-01,1,2,8700,2012-01-01,2012,0,81,66,1938,7,Female,40.32,-75.32,26273,42509,2895,755,5
31,3115,1116,Mastercard,Debit,2019-01-01,1,1,29333,2012-05-01,2012,0,81,66,1938,7,Female,40.32,-75.32,26273,42509,2895,755,5
32,3880,1752,Mastercard,Debit,2024-07-01,1,2,9496,2009-07-01,2012,0,34,60,1986,1,Female,29.97,-92.12,18730,38190,81262,810,1
33,1766,192,Visa,Debit,2021-07-01,1,1,25499,2020-02-01,2020,0,27,66,1992,6,Male,38.65,-121.25,27548,56164,15224,761,2
34,1767,192,Visa,Debit,2020-02-01,1,1,18641,2020-02-01,2020,0,27,66,1992,6,Male,38.65,-121.25,27548,56164,15224,761,2
35,745,640,Visa,Debit,2023-05-01,1,1,26019,2020-01-01,2020,0,29,63,1990,9,Female,40.42,-104.74,22427,45727,94016,629,1
36,1459,1679,Mastercard,Debit,2021-01-01,1,1,25845,2020-02-01,2020,0,18,67,2002,1,Female,41.76,-71.48,33914,69149,89214,776,1
37,138,1094,Visa,Debit,2023-06-01,1,2,2365,2007-01-01,2009,0,34,62,1985,10,Male,44.75,-85.6,20325,41442,78833,712,3
38,3755,1094,Mastercard,Debit,2023-06-01,1,2,18684,2006-07-01,2017,0,34,62,1985,10,Male,44.75,-85.6,20325,41442,78833,712,3
39,1768,1094,Visa,Credit,2021-02-01,0,2,7400,2020-02-01,2020,0,34,62,1985,10,Male,44.75,-85.6,20325,41442,78833,712,3
40,5924,1590,Mastercard,Debit,2024-12-01,1,2,4147,2008-12-01,2016,0,48,62,1971,5,Female,29.45,-98.5,10059,20513,32509,599,1
41,6074,1660,Visa,Debit (Prepaid),2022-04-01,1,1,76,2012-12-01,2012,0,41,68,1978,4,Female,36.73,-102.51,11342,23123,5079,723,6
42,5923,1660,Discover,Credit,2009-01-01,0,1,4700,2008-12-01,2014,0,41,68,1978,4,Female,36.73,-102.51,11342,23123,5079,723,6
43,4223,1660,Visa,Credit,2021-06-01,1,2,5800,2007-08-01,2011,0,41,68,1978,4,Female,36.73,-102.51,11342,23123,5079,723,6
44,4455,1660,Mastercard,Debit,2024-03-01,1,2,12082,2016-08-01,2016,0,41,68,1978,4,Female,36.73,-102.51,11342,23123,5079,723,6
45,3234,1660,Mastercard,Credit,2023-03-01,0,2,6000,2002-06-01,2010,0,41,68,1978,4,Female,36.73,-102.51,11342,23123,5079,723,6
46,1005,1660,Visa,Debit,2009-11-01,1,1,620,2002-02-01,2014,0,41,68,1978,4,Female,36.73,-102.51,11342,23123,5079,723,6
47,151,1747,Mastercard,Debit,2022-08-01,1,1,14499,2008-01-01,2008,0,54,71,1966,1,Male,32.15,-94.79,17898,36497,38333,719,6
48,4198,1747,Mastercard,Debit,2023-07-01,1,2,12332,2007-08-01,2009,0,54,71,1966,1,Male,32.15,-94.79,17898,36497,38333,719,6
49,4403,1747,Mastercard,Debit,2024-09-01,1,1,18424,2013-08-01,2013,0,54,71,1966,1,Male,32.15,-94.79,17898,36497,38333,719,6
50,4120,1747,Visa,Credit,2023-07-01,0,1,15400,2003-08-01,2008,0,54,71,1966,1,Male,32.15,-94.79,17898,36497,38333,719,6
51,4224,1747,Visa,Debit,2022-02-01,1,2,14548,2007-08-01,2013,0,54,71,1966,1,Male,32.15,-94.79,17898,36497,38333,719,6
52,4895,1747,Mastercard,Credit,2016-12-01,1,2,10100,2016-09-01,2016,0,54,71,1966,1,Male,32.15,-94.79,17898,36497,38333,719,6
53,1028,153,Discover,Credit,2011-04-01,1,1,11200,2004-02-01,2008,0,76,71,1943,8,Female,35.29,-111.32,21950,27484,16803,660,4
54,5956,153,Mastercard,Debit,2024-10-01,1,2,20291,2009-12-01,2011,0,76,71,1943,8,Female,35.29,-111.32,21950,27484,16803,660,4
55,107,153,Visa,Debit,2018-08-01,1,1,32092,2006-01-01,2010,0,76,71,1943,8,Female,35.29,-111.32,21950,27484,16803,660,4
56,440,153,Mastercard,Debit,2020-02-01,1,1,20463,2020-01-01,2020,0,76,71,1943,8,Female,35.29,-111.32,21950,27484,16803,660,4
57,746,429,Visa,Debit,2022-08-01,1,1,15802,2020-01-01,2020,0,22,68,1997,11,Male,35.19,-80.83,26481,53995,89056,683,3
58,1769,429,Visa,Debit,2020-02-01,0,2,4612,2020-02-01,2020,0,22,68,1997,11,Male,35.19,-80.83,26481,53995,89056,683,3
59,421,429,Discover,Credit,2020-07-01,1,2,19900,2020-01-01,2020,0,22,68,1997,11,Male,35.19,-80.83,26481,53995,89056,683,3
60,974,511,Mastercard,Debit (Prepaid),2020-10-01,1,1,73,2000-02-01,2012,0,66,68,1953,10,Male,32.21,-110.88,17460,35602,55369,661,5
61,4707,511,Mastercard,Debit,2024-01-01,1,1,11858,2009-09-01,2010,0,66,68,1953,10,Male,32.21,-110.88,17460,35602,55369,661,5
62,7,511,Mastercard,Debit,2005-03-01,1,1,9664,1998-01-01,2011,0,66,68,1953,10,Male,32.21,-110.88,17460,35602,55369,661,5
63,2212,511,Mastercard,Debit,2020-06-01,1,1,8367,2009-03-01,2009,0,66,68,1953,10,Male,32.21,-110.88,17460,35602,55369,661,5
64,1038,511,Visa,Credit,2022-06-01,1,2,6100,2004-02-01,2009,0,66,68,1953,10,Male,32.21,-110.88,17460,35602,55369,661,5
65,1460,309,Mastercard,Debit,2020-02-01,1,3,9944,2020-02-01,2020,0,28,57,1991,8,Male,32.07,-82.91,12321,25122,43205,819,3
66,747,309,Visa,Credit,2020-01-01,1,1,7900,2020-01-01,2020,0,28,57,1991,8,Male,32.07,-82.91,12321,25122,43205,819,3
67,1770,309,Visa,Credit,2020-12-01,1,1,5600,2020-02-01,2020,0,28,57,1991,8,Male,32.07,-82.91,12321,25122,43205,819,3
68,748,777,Visa,Debit,2023-08-01,1,1,68400,2020-01-01,2020,0,18,65,2002,1,Male,37.37,-122.21,106305,216740,0,700,2
69,441,777,Mastercard,Debit,2023-04-01,1,2,77237,2020-01-01,2020,0,18,65,2002,1,Male,37.37,-122.21,106305,216740,0,700,2
70,3679,1946,Visa,Debit,2024-08-01,1,2,4488,2002-07-01,2015,0,76,66,1943,6,Male,41.47,-81.67,19524,41109,21486,698,2
71,5701,1946,Visa,Credit,2020-02-01,1,2,12500,2014-11-01,2014,0,76,66,1943,6,Male,41.47,-81.67,19524,41109,21486,698,2
72,4510,1674,Mastercard,Debit,2020-12-01,1,2,23432,2001-09-01,2008,0,70,64,1949,4,Male,35.49,-90.35,14172,26858,11245,712,2
73,2873,1674,Amex,Credit,2022-05-01,1,2,8800,2005-05-01,2011,0,70,64,1949,4,Male,35.49,-90.35,14172,26858,11245,712,2
74,1461,482,Mastercard,Credit,2020-02-01,1,2,12100,2020-02-01,2020,0,45,65,1975,1,Male,42.39,-122.93,17131,34929,63849,714,1
75,442,877,Mastercard,Debit,2020-02-01,1,1,9708,2020-01-01,2020,0,36,63,1983,8,Female,33.44,-111.85,16829,34317,61826,610,3
76,3877,877,Amex,Credit,2021-11-01,1,2,12000,2009-07-01,2011,0,36,63,1983,8,Female,33.44,-111.85,16829,34317,61826,610,3
77,2296,877,Mastercard,Debit,2023-11-01,1,1,11973,2012-03-01,2012,0,36,63,1983,8,Female,33.44,-111.85,16829,34317,61826,610,3
78,5048,128,Mastercard,Debit,2022-02-01,1,2,13601,2006-10-01,2014,0,40,66,1979,4,Female,29.76,-95.38,15389,31377,59615,722,2
79,1462,128,Mastercard,Credit,2024-01-01,1,2,7800,2020-02-01,2020,0,40,66,1979,4,Female,29.76,-95.38,15389,31377,59615,722,2
80,4269,775,Visa,Debit,2023-10-01,1,2,17816,2008-08-01,2016,0,37,58,1982,9,Male,34.17,-118.46,21402,43638,104052,627,1
81,5188,1536,Mastercard,Debit,2021-03-01,0,2,17707,2010-10-01,2010,0,41,67,1978,11,Male,36.15,-85.5,15955,32531,38260,766,2
82,2874,1536,Amex,Credit,2020-11-01,1,1,9500,2005-05-01,2009,0,41,67,1978,11,Male,36.15,-85.5,15955,32531,38260,766,2
83,3041,140,Mastercard,Debit,2022-01-01,1,1,19110,2010-05-01,2011,0,37,72,1983,2,Female,36.28,-86.83,20657,42120,72801,739,4
84,5312,140,Mastercard,Debit,2023-08-01,1,1,13428,2016-10-01,2016,0,37,72,1983,2,Female,36.28,-86.83,20657,42120,72801,739,4
85,4150,140,Mastercard,Debit,2022-06-01,1,1,24608,2005-08-01,2009,0,37,72,1983,2,Female,36.28,-86.83,20657,42120,72801,739,4
86,152,140,Mastercard,Debit,2022-09-01,1,1,13441,2008-01-01,2011,0,37,72,1983,2,Female,36.28,-86.83,20657,42120,72801,739,4
87,443,1884,Mastercard,Debit (Prepaid),2020-02-01,1,2,74,2020-01-01,2020,0,18,64,2001,5,Male,39.98,-82.98,28092,57281,89114,850,1
88,3377,1874,Mastercard,Debit,2012-10-01,1,1,17872,2008-06-01,2008,0,49,66,1970,9,Male,25.77,-80.2,18828,38390,87923,783,4
89,5789,1874,Mastercard,Credit,2022-09-01,1,1,12900,2003-12-01,2010,0,49,66,1970,9,Male,25.77,-80.2,18828,38390,87923,783,4
90,2106,1874,Mastercard,Debit,2024-05-01,1,2,25264,2006-03-01,2020,0,49,66,1970,9,Male,25.77,-80.2,18828,38390,87923,783,4
91,2078,1874,Mastercard,Debit,2022-12-01,1,2,20634,2005-03-01,2007,0,49,66,1970,9,Male,25.77,-80.2,18828,38390,87923,783,4
92,5866,1310,Visa,Credit,2007-04-01,1,2,12200,2006-12-01,2010,0,33,69,1986,9,Female,33.92,-78.02,17498,35670,58182,751,2
93,173,1310,Visa,Credit,2010-02-01,1,2,5500,2008-01-01,2008,0,33,69,1986,9,Female,33.92,-78.02,17498,35670,58182,751,2
94,1771,1689,Visa,Credit,2020-03-01,0,2,6600,2020-02-01,2020,0,21,66,1998,9,Female,41.29,-72.36,30281,61746,154817,637,2
95,6132,1689,Mastercard,Debit,2020-11-01,1,1,25815,2017-12-01,2017,0,21,66,1998,9,Female,41.29,-72.36,30281,61746,154817,637,2
96,327,379,Amex,Credit,2021-06-01,1,2,8400,2014-01-01,2014,0,47,65,1972,11,Female,30.68,-88.04,21331,43496,114563,765,3
97,2019,379,Mastercard,Debit,2020-02-01,1,1,21628,2001-03-01,2008,0,47,65,1972,11,Female,30.68,-88.04,21331,43496,114563,765,3
98,3881,379,Mastercard,Debit,2021-10-01,1,1,24232,2009-07-01,2009,0,47,65,1972,11,Female,30.68,-88.04,21331,43496,114563,765,3
99,1166,34,Mastercard,Debit,2023-11-01,1,2,10775,2009-02-01,2010,0,41,55,1978,8,Male,38.48,-121.34,25431,51854,72162,737,2
100,3342,34,Mastercard,Debit (Prepaid),2020-02-01,1,2,105,2007-06-01,2013,0,41,55,1978,8,Male,38.48,-121.34,25431,51854,72162,737,2
101,5622,822,Visa,Credit,2021-01-01,0,2,7100,2010-11-01,2010,0,51,68,1968,4,Female,32.61,-117.03,16942,34540,22641,793,5
102,5424,822,Mastercard,Debit,2024-07-01,1,1,29351,2005-11-01,2007,0,51,68,1968,4,Female,32.61,-117.03,16942,34540,22641,793,5
103,2558,822,Mastercard,Debit,2020-03-01,1,2,15125,2008-04-01,2012,0,51,68,1968,4,Female,32.61,-117.03,16942,34540,22641,793,5
104,5385,822,Mastercard,Credit,2021-11-01,1,2,8000,2003-11-01,2008,0,51,68,1968,4,Female,32.61,-117.03,16942,34540,22641,793,5
105,5596,822,Mastercard,Debit (Prepaid),2011-05-01,1,1,83,2010-11-01,2010,0,51,68,1968,4,Female,32.61,-117.03,16942,34540,22641,793,5
106,3991,1499,Amex,Credit,2024-01-01,1,2,23700,2012-07-01,2012,0,46,62,1973,11,Male,41.97,-88.14,20248,41287,88151,662,1
107,6126,1780,Visa,Credit,2024-02-01,1,2,700,2016-12-01,2016,0,46,70,1973,10,Male,36.62,-121.82,18663,38054,63293,666,1
108,3756,1806,Mastercard,Debit,2024-07-01,1,2,7488,2006-07-01,2016,0,59,62,1961,2,Female,42.31,-71.64,39418,80371,108499,822,1
109,971,811,Visa,Credit,2002-01-01,0,1,24900,1999-02-01,2010,0,91,68,1929,2,Female,38.9,-94.68,51642,84694,2149,741,7
110,2079,811,Mastercard,Debit,2021-06-01,1,2,30971,2005-03-01,2020,0,91,68,1929,2,Female,38.9,-94.68,51642,84694,2149,741,7
111,387,811,Amex,Credit,2024-01-01,1,1,24400,2020-01-01,2020,0,91,68,1929,2,Female,38.9,-94.68,51642,84694,2149,741,7
112,444,811,Mastercard,Debit,2020-02-01,1,2,53549,2020-01-01,2020,0,91,68,1929,2,Female,38.9,-94.68,51642,84694,2149,741,7
113,5277,811,Visa,Debit,2018-09-01,1,1,53036,2013-10-01,2013,0,91,68,1929,2,Female,38.9,-94.68,51642,84694,2149,741,7
114,4358,811,Mastercard,Debit,2024-12-01,1,1,35750,2011-08-01,2011,0,91,68,1929,2,Female,38.9,-94.68,51642,84694,2149,741,7
115,2318,811,Visa,Debit,2021-07-01,1,1,33375,2013-03-01,2013,0,91,68,1929,2,Female,38.9,-94.68,51642,84694,2149,741,7
116,6019,1844,Visa,Debit (Prepaid),2023-07-01,1,2,22,2010-12-01,2010,0,79,72,1941,2,Male,27.8,-97.39,23608,37503,14272,706,5
117,4421,1844,Discover,Credit,2020-11-01,1,1,13100,2014-08-01,2014,0,79,72,1941,2,Male,27.8,-97.39,23608,37503,14272,706,5
118,3702,1844,Visa,Debit,2024-10-01,1,1,16516,2003-07-01,2011,0,79,72,1941,2,Male,27.8,-97.39,23608,37503,14272,706,5
119,2854,1844,Mastercard,Credit,2016-07-01,1,1,15700,2004-05-01,2011,0,79,72,1941,2,Male,27.8,-97.39,23608,37503,14272,706,5
120,4114,1844,Mastercard,Debit,2024-05-01,1,1,21058,2003-08-01,2007,0,79,72,1941,2,Male,27.8,-97.39,23608,37503,14272,706,5
121,28,1852,Visa,Debit,2023-10-01,1,2,36425,2002-01-01,2004,0,57,75,1962,12,Male,33.27,-111.94,32056,65357,21844,685,4
122,6127,1852,Visa,Debit (Prepaid),2021-03-01,1,2,91,2016-12-01,2016,0,57,75,1962,12,Male,33.27,-111.94,32056,65357,21844,685,4
123,2477,1852,Mastercard,Credit,2021-09-01,1,1,13400,2005-04-01,2014,0,57,75,1962,12,Male,33.27,-111.94,32056,65357,21844,685,4
124,2632,1852,Mastercard,Credit,2021-04-01,1,2,21600,2010-04-01,2010,0,57,75,1962,12,Male,33.27,-111.94,32056,65357,21844,685,4
125,1463,1231,Mastercard,Debit,2020-02-01,0,1,9090,2020-02-01,2020,0,26,52,1994,1,Female,26.41,-81.42,10819,22066,38967,842,1
126,5679,970,Visa,Debit,2023-02-01,0,1,25942,2012-11-01,2012,0,42,66,1977,11,Male,29.1,-81.0,21916,44681,42011,770,3
127,1012,970,Mastercard,Credit,2019-07-01,1,2,10700,2003-02-01,2013,0,42,66,1977,11,Male,29.1,-81.0,21916,44681,42011,770,3
128,1464,970,Mastercard,Credit,2022-07-01,1,2,4900,2020-02-01,2020,0,42,66,1977,11,Male,29.1,-81.0,21916,44681,42011,770,3
129,1465,381,Mastercard,Credit,2022-04-01,0,1,18100,2020-02-01,2020,0,26,69,1994,2,Male,38.72,-90.47,25163,51306,68198,675,1
130,388,1134,Amex,Credit,2024-03-01,1,2,7200,2020-01-01,2020,0,18,59,2002,2,Female,29.45,-98.5,12677,25847,46379,568,1
131,3708,1296,Mastercard,Debit,2020-02-01,1,2,22660,2004-07-01,2007,0,60,64,1959,11,Female,28.7,-81.34,22896,46683,93126,788,5
132,3087,1296,Discover,Credit,2022-12-01,1,1,19800,2011-05-01,2011,0,60,64,1959,11,Female,28.7,-81.34,22896,46683,93126,788,5
133,67,1296,Mastercard,Credit,2024-11-01,1,2,15500,2005-01-01,2014,0,60,64,1959,11,Female,28.7,-81.34,22896,46683,93126,788,5
134,80,1296,Visa,Debit (Prepaid),2023-06-01,1,1,13,2005-01-01,2008,0,60,64,1959,11,Female,28.7,-81.34,22896,46683,93126,788,5
135,3665,1296,Mastercard,Debit,2021-06-01,1,2,4317,2001-07-01,2011,0,60,64,1959,11,Female,28.7,-81.34,22896,46683,93126,788,5
136,2014,1880,Mastercard,Debit,2021-12-01,0,1,14719,2000-03-01,2008,0,61,66,1958,11,Male,43.06,-87.96,15487,31579,52419,771,3
137,4906,1880,Mastercard,Debit,2021-05-01,1,1,9532,2017-09-01,2017,0,61,66,1958,11,Male,43.06,-87.96,15487,31579,52419,771,3
138,3757,1880,Mastercard,Credit,2020-03-01,1,1,10900,2006-07-01,2014,0,61,66,1958,11,Male,43.06,-87.96,15487,31579,52419,771,3
139,5365,322,Mastercard,Credit,2024-09-01,1,2,6200,2001-11-01,2012,0,47,65,1972,10,Male,31.22,-84.21,13759,28055,12475,829,3
140,5425,322,Mastercard,Debit,2012-12-01,1,2,2903,2005-11-01,2011,0,47,65,1972,10,Male,31.22,-84.21,13759,28055,12475,829,3
141,5758,322,Mastercard,Debit,2020-10-01,1,2,4355,1999-12-01,2010,0,47,65,1972,10,Male,31.22,-84.21,13759,28055,12475,829,3
142,5482,461,Mastercard,Debit,2021-04-01,1,1,28963,2007-11-01,2012,0,42,68,1977,12,Female,42.3,-83.48,32078,65403,80057,784,4
143,3172,461,Mastercard,Debit,2022-12-01,1,2,20913,2016-05-01,2016,0,42,68,1977,12,Female,42.3,-83.48,32078,65403,80057,784,4
144,1209,461,Mastercard,Debit,2024-07-01,1,1,23344,2010-02-01,2010,0,42,68,1977,12,Female,42.3,-83.48,32078,65403,80057,784,4
145,5313,461,Mastercard,Debit,2020-01-01,1,2,33642,2016-10-01,2016,0,42,68,1977,12,Female,42.3,-83.48,32078,65403,80057,784,4
146,4762,1165,Mastercard,Debit,2022-01-01,1,1,14695,2010-09-01,2011,0,55,73,1964,11,Female,36.37,-84.12,13522,27572,59404,797,1
147,126,1448,Mastercard,Credit,2023-09-01,1,1,13200,2007-01-01,2015,0,48,70,1971,12,Female,35.05,-82.09,18899,38539,0,850,3
148,4685,1448,Visa,Debit,2020-01-01,1,1,29950,2008-09-01,2013,0,48,70,1971,12,Female,35.05,-82.09,18899,38539,0,850,3
149,5907,1448,Visa,Credit,2024-07-01,1,2,4600,2007-12-01,2011,0,48,70,1971,12,Female,35.05,-82.09,18899,38539,0,850,3
150,2428,1288,Mastercard,Debit,2022-12-01,1,1,10051,2002-04-01,2011,0,41,57,1978,7,Female,38.47,-81.81,18666,38059,68220,634,2
151,1013,1288,Mastercard,Debit,2015-12-01,1,2,9796,2003-02-01,2013,0,41,57,1978,7,Female,38.47,-81.81,18666,38059,68220,634,2
152,5145,1178,Mastercard,Debit,2021-10-01,1,1,17826,2009-10-01,2009,0,59,68,1960,11,Female,30.56,-97.86,25872,52754,38191,693,5
153,5854,1178,Mastercard,Debit,2024-11-01,1,1,19086,2006-12-01,2009,0,59,68,1960,11,Female,30.56,-97.86,25872,52754,38191,693,5
154,5296,1178,Visa,Debit,2024-06-01,1,2,17345,2014-10-01,2014,0,59,68,1960,11,Female,30.56,-97.86,25872,52754,38191,693,5
155,1327,1178,Visa,Debit,2020-09-01,1,2,17976,2013-02-01,2013,0,59,68,1960,11,Female,30.56,-97.86,25872,52754,38191,693,5
156,383,1178,Visa,Debit,2022-01-01,1,2,16447,2019-01-01,2019,0,59,68,1960,11,Female,30.56,-97.86,25872,52754,38191,693,5
157,5129,1391,Visa,Debit,2024-10-01,1,2,29573,2008-10-01,2009,0,45,59,1975,2,Male,40.72,-73.86,25109,51196,67164,631,4
158,5995,1391,Mastercard,Debit (Prepaid),2021-12-01,1,2,98,2010-12-01,2010,0,45,59,1975,2,Male,40.72,-73.86,25109,51196,67164,631,4
159,4107,1391,Mastercard,Debit,2019-08-01,1,2,2559,2002-08-01,2012,0,45,59,1975,2,Male,40.72,-73.86,25109,51196,67164,631,4
160,36,1391,Mastercard,Debit,2012-10-01,1,2,6552,2003-01-01,2010,0,45,59,1975,2,Male,40.72,-73.86,25109,51196,67164,631,4
161,445,838,Mastercard,Credit,2021-01-01,1,2,13800,2020-01-01,2020,0,26,70,1993,7,Male,33.78,-84.44,24382,49713,91776,763,1
162,1466,54,Mastercard,Debit,2020-08-01,1,1,16375,2020-02-01,2020,0,21,68,1998,4,Female,41.66,-83.58,21660,44160,134173,696,3
163,749,54,Visa,Debit,2023-05-01,1,1,14213,2020-01-01,2020,0,21,68,1998,4,Female,41.66,-83.58,21660,44160,134173,696,3
164,1772,54,Visa,Debit (Prepaid),2020-09-01,1,1,73,2020-02-01,2020,0,21,68,1998,4,Female,41.66,-83.58,21660,44160,134173,696,3
165,3801,1452,Mastercard,Debit,2022-11-01,1,2,53466,2007-07-01,2013,0,46,59,1973,5,Female,29.76,-95.38,95039,193773,241571,660,1
166,282,1602,Visa,Credit,2020-09-01,1,1,6600,2011-01-01,2013,0,41,66,1979,2,Female,40.38,-77.88,14650,29864,44902,717,2
167,6105,1602,Mastercard,Credit,2022-06-01,0,2,7200,2015-12-01,2015,0,41,66,1979,2,Female,40.38,-77.88,14650,29864,44902,717,2
168,446,1938,Mastercard,Debit,2020-11-01,1,1,2868,2020-01-01,2020,0,22,67,1997,7,Male,29.45,-98.5,28135,57367,115418,795,2
169,422,1938,Discover,Credit,2024-05-01,1,1,3400,2020-01-01,2020,0,22,67,1997,7,Male,29.45,-98.5,28135,57367,115418,795,2
170,5231,1492,Mastercard,Debit,2022-01-01,1,1,12915,2011-10-01,2013,0,63,58,1957,2,Female,47.32,-121.99,32697,56635,13015,786,8
171,2615,1492,Visa,Debit (Prepaid),2023-12-01,1,2,84,2009-04-01,2017,0,63,58,1957,2,Female,47.32,-121.99,32697,56635,13015,786,8
172,2776,1492,Discover,Credit,2021-07-01,1,2,17600,2018-04-01,2018,0,63,58,1957,2,Female,47.32,-121.99,32697,56635,13015,786,8
173,5452,1492,Mastercard,Debit,2012-12-01,1,1,31542,2006-11-01,2009,0,63,58,1957,2,Female,47.32,-121.99,32697,56635,13015,786,8
174,3563,1492,Mastercard,Debit,2022-02-01,1,2,23049,2013-06-01,2013,0,63,58,1957,2,Female,47.32,-121.99,32697,56635,13015,786,8
175,6134,1492,Visa,Debit,2020-05-01,1,1,29734,2017-12-01,2017,0,63,58,1957,2,Female,47.32,-121.99,32697,56635,13015,786,8
176,4818,1492,Visa,Credit,2020-01-01,1,2,27000,2011-09-01,2016,0,63,58,1957,2,Female,47.32,-121.99,32697,56635,13015,786,8
